No,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Change_Pct,PE_Ratio,Market_Cap_USD,Vol_Intensity,Cluster
835,AZZ,AZZ Inc,Industrials,Specialty Business Services,USA,3.77B,11.88,126.38,0.10%,99606,0.1,11.88,3770000000.0,2.6420689648164274e-05,0
836,B,Barrick Mining Corp,Basic Materials,Gold,Canada,69.76B,14.12,41.64,-1.33%,12368667,-1.33,14.12,69760000000.0,0.00017730313933232077,0
837,BA,Boeing Co,Industrials,Aerospace & Defense,USA,163.52B,109.83,208.22,0.43%,6614690,0.43,109.83,163520000000.0,4.0451871330476686e-05,0
838,BAB,Invesco Taxable Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.88,-0.15%,350728,-0.15,19.07,,,0
839,BABA,Alibaba Group Holding Ltd ADR,Consumer Cyclical,Internet Retail,China,274.24B,22.69,122.05,-1.36%,8797764,-1.36,22.69,274240000000.0,3.2080528004550466e-05,0
840,BABO,YieldMax BABA Option Income Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,10.06,-2.14%,20048,-2.14,19.07,,,0
841,BABU,Direxion Daily BABA Bull 2X ETF,Financial,Exchange Traded Fund,USA,-,-,12.82,-3.26%,27587,-3.26,19.07,,,0
842,BABW,Roundhill BABA WeeklyPay ETF,Financial,Exchange Traded Fund,USA,-,-,27.91,-2.03%,9637,-2.03,19.07,,,0
843,BABX,GraniteShares 2x Long BABA Daily ETF,Financial,Exchange Traded Fund,USA,-,-,23.3,-2.80%,358714,-2.8,19.07,,,0
844,BAC,Bank Of America Corp,Financial,Banks - Diversified,USA,354.38B,12.92,49.38,0.22%,27500466,0.22,12.92,354380000000.0,7.76016310173328e-05,0
845,BACC,Blue Acquisition Corp,Financial,Shell Companies,USA,286.05M,113.04,10.23,0.10%,1247,0.1,113.04,286050000.0,4.359377715925965e-06,0
846,BAER,Bridger Aerospace Group Holdings Inc,Industrials,Security & Protection Services,USA,112.97M,-,2.02,1.51%,263415,1.51,19.07,112970000.0,0.0023317252161483117,0
847,BAFE,Brown Advisory Flexible Equity ETF,Financial,Exchange Traded Fund,USA,-,-,25.42,-0.10%,125424,-0.1,19.07,,,0
848,BAFN,BayFirst Financial Corp,Financial,Banks - Regional,USA,27.77M,-,6.76,4.48%,8898,4.48,19.07,27770000.0,0.0003204177054224809,0
849,BAGY,Amplify Bitcoin Max Income Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,27.69,-1.63%,5475,-1.63,19.07,,,0
850,BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services,USA,10.03B,12.36,83.13,3.43%,1560093,3.43,12.36,10030000000.0,0.0001555426719685401,0
851,BAI,iShares A.I. Innovation and Tech Active ETF,Financial,Exchange Traded Fund,USA,-,-,34.22,0.44%,4045061,0.44,19.07,,,0
852,BAIG,Leverage Shares 2X Long BBAI Daily ETF,Financial,Exchange Traded Fund,USA,-,-,2.95,8.74%,442147,8.74,19.07,,,0
853,BAIV,Brown Advisory International Value Select ETF,Financial,Exchange Traded Fund,USA,-,-,23.85,-0.45%,5648,-0.45,19.07,,,0
854,BAK,Braskem S.A. ADR,Basic Materials,Chemicals,Brazil,622.83M,-,3.61,2.27%,1264359,2.27,19.07,622830000.0,0.002030022635341871,0
855,BALI,iShares U.S. Large Cap Premium Income Active ETF,Financial,Exchange Traded Fund,USA,-,-,30.74,0.20%,211020,0.2,19.07,,,0
856,BALL,Ball Corp,Consumer Cyclical,Packaging & Containers,USA,15.96B,18.06,59.97,-0.66%,1522828,-0.66,18.06,15960000000.0,9.541528821457298e-05,0
857,BALQ,iShares Nasdaq Premium Income Active ETF,Financial,Exchange Traded Fund,USA,-,-,46.34,0.23%,41915,0.23,19.07,,,0
858,BALT,Innovator Defined Wealth Shield ETF,Financial,Exchange Traded Fund,USA,-,-,33.52,0.03%,609814,0.03,19.07,,,0
859,BALY,Ballys Corporation,Consumer Cyclical,Resorts & Casinos,USA,468.37M,-,9.65,2.55%,46387,2.55,19.07,468370000.0,9.903922091713982e-05,0
860,BAM,Brookfield Asset Management Ltd,Financial,Asset Management,USA,72.82B,29.08,44.45,0.84%,4755854,0.84,29.08,72820000000.0,6.530972260278344e-05,0
861,BAMA,Brookstone Active ETF,Financial,Exchange Traded Fund,USA,-,-,33.25,-0.10%,7172,-0.1,19.07,,,0
862,BAMB,Brookstone Intermediate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.27,0.13%,7978,0.13,19.07,,,0
863,BAMD,Brookstone Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,31.36,0.67%,6409,0.67,19.07,,,0
864,BAMG,Brookstone Growth Stock ETF,Financial,Exchange Traded Fund,USA,-,-,36.99,0.06%,8106,0.06,19.07,,,0
865,BAMO,Brookstone Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,31.93,0.04%,4060,0.04,19.07,,,0
866,BAMU,Brookstone Ultra-Short Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.25,0.00%,7435,0.0,19.07,,,0
867,BAMV,Brookstone Value Stock ETF,Financial,Exchange Traded Fund,USA,-,-,32.7,0.27%,7416,0.27,19.07,,,0
868,BAMY,Brookstone Yield ETF,Financial,Exchange Traded Fund,USA,-,-,27.44,0.18%,8588,0.18,19.07,,,0
869,BANC,Banc of California Inc,Financial,Banks - Regional,USA,2.81B,15.06,17.63,-0.45%,2424626,-0.45,15.06,2810000000.0,0.0008628562274509408,0
870,BAND,Bandwidth Inc,Technology,Software - Infrastructure,USA,566.53M,-,18.05,0.67%,209595,0.67,19.07,566530000.0,0.00036996275507040626,0
871,BANF,Bancfirst Corp,Financial,Banks - Regional,USA,3.66B,15.34,109.07,-0.14%,56429,-0.14,15.34,3660000000.0,1.5417759558629028e-05,0
872,BANL,CBL International Ltd,Energy,Oil & Gas Midstream,Malaysia,19.31M,-,0.7,-7.45%,138225,-7.45,19.07,19310000.0,0.007158207811589446,0
873,BANR,Banner Corp,Financial,Banks - Regional,USA,2.10B,10.92,61.6,0.33%,170708,0.33,10.92,2100000000.0,8.128952377081451e-05,0
874,BANX,ArrowMark Financial Corp,Financial,Closed-End Fund - Debt,USA,151.36M,7.85,19.38,0.83%,43903,0.83,7.85,151360000.0,0.00029005681626548084,0
875,BAOS,Baosheng Media Group Holdings Ltd,Communication Services,Advertising Agencies,China,3.90M,-,2.54,-0.68%,4374,-0.68,19.07,3900000.0,0.0011215381739645709,0
876,BAP,Credicorp Ltd,Financial,Banks - Regional,Peru,27.04B,13.93,339.98,-0.38%,175926,-0.38,13.93,27040000000.0,6.5061390530138265e-06,0
877,BAPR,Innovator U.S. Equity Buffer ETF - April,Financial,Exchange Traded Fund,USA,-,-,49.36,0.02%,82370,0.02,19.07,,,0
878,BAR,GraniteShares Gold Trust,Financial,Exchange Traded Fund,USA,-,-,46.03,-1.92%,516798,-1.92,19.07,,,0
879,BARK,BARK Inc,Consumer Cyclical,Specialty Retail,USA,85.73M,-,9.92,-5.34%,100604,-5.34,19.07,85730000.0,0.0011734981783098311,0
880,BASG,Brown Advisory Sustainable Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.77,0.02%,28172,0.02,19.07,,,0
881,BASV,Brown Advisory Sustainable Value ETF,Financial,Exchange Traded Fund,USA,-,-,27.03,-0.17%,12602,-0.17,19.07,,,0
882,BATL,Battalion Oil Corp,Energy,Oil & Gas E&P,USA,76.86M,-,4.21,9.35%,43512831,9.35,19.07,76860000.0,0.5661310230792217,0
883,BATRA,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2.81B,-,48.65,3.58%,70891,3.58,19.07,2810000000.0,2.522811387002558e-05,0
884,BATRK,Atlanta Braves Holdings Inc,Communication Services,Entertainment,USA,2.81B,-,43.89,3.51%,249402,3.51,19.07,2810000000.0,8.875516011076328e-05,0
885,BATT,Amplify Lithium & Battery Technology ETF,Financial,Exchange Traded Fund,USA,-,-,14.98,-0.40%,24824,-0.4,19.07,,,0
886,BAUG,Innovator U.S. Equity Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,49.17,0.08%,1210,0.08,19.07,,,0
887,BAX,Baxter International Inc,Healthcare,Medical Instruments & Supplies,USA,8.58B,-,16.68,-0.60%,6513497,-0.6,19.07,8580000000.0,0.0007591488344103557,0
888,BAYA,Bayview Acquisition Corp,Financial,Shell Companies,USA,32.65M,403.39,11.9,-0.42%,12,-0.42,403.39,32650000.0,3.675344450984856e-07,0
889,BB,BlackBerry Ltd,Technology,Software - Infrastructure,Canada,2.04B,184.04,3.46,2.98%,7801657,2.98,184.04,2040000000.0,0.0038243416647919895,0
890,BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,46.09,0.22%,301198,0.22,19.07,,,0
891,BBAI,BigBear.ai Holdings Inc,Technology,Information Technology Services,USA,1.70B,-,3.58,4.68%,23002192,4.68,19.07,1700000000.0,0.013530701168511352,0
892,BBAR,BBVA Argentina ADR,Financial,Banks - Regional,Argentina,3.27B,17.55,16.01,-1.66%,595765,-1.66,17.55,3270000000.0,0.00018219113144275501,0
893,BBAX,JPMorgan BetaBuilders Developed Asia Pacific ex-Japan ETF,Financial,Exchange Traded Fund,USA,-,-,59.92,-0.20%,257704,-0.2,19.07,,,0
894,BBB,Cyber Hornet S&P 500 and Bitcoin 75 /25 Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,26.82,-0.40%,3331,-0.4,19.07,,,0
895,BBBI,BondBloxx BBB Rated 5-10 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.41,0.21%,44455,0.21,19.07,,,0
896,BBBL,BondBloxx BBB Rated 10+ Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,47.67,0.60%,2,0.6,19.07,,,0
897,BBBS,BondBloxx BBB Rated 1-5 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.05,0.13%,41924,0.13,19.07,,,0
898,BBBY,Bed Bath & Beyond Inc,Consumer Cyclical,Internet Retail,USA,320.33M,-,4.62,-0.86%,2003509,-0.86,19.07,320330000.0,0.006254515636204803,0
899,BBC,Virtus Biotech Clinical Trials ETF,Financial,Exchange Traded Fund,USA,-,-,42.84,0.98%,11975,0.98,19.07,,,0
900,BBCA,JPMorgan BetaBuilders Canada ETF,Financial,Exchange Traded Fund,USA,-,-,94.92,0.31%,331652,0.31,19.07,,,0
901,BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,45.31,0.41%,5146,0.41,19.07,,,0
902,BBCP,Concrete Pumping Holdings Inc,Industrials,Engineering & Construction,USA,352.56M,75.30,6.98,-1.97%,77998,-1.97,75.3,352560000.0,0.00022123326463230865,0
903,BBCQ,Bleichroeder Acquisition Corp II,Financial,Shell Companies,USA,383.68M,-,10.01,-0.20%,3797,-0.2,19.07,383680000.0,9.89626769730956e-06,0
904,BBD,Banco Bradesco S.A. ADR,Financial,Banks - Regional,Brazil,19.33B,9.12,3.66,-1.88%,29498954,-1.88,9.12,19330000000.0,0.0015260710811419518,0
905,BBDC,Barings BDC Inc,Financial,Asset Management,USA,876.40M,8.64,8.37,2.57%,649839,2.57,8.64,876400000.0,0.0007414867631886276,0
906,BBEM,JPMorgan BetaBuilders Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,65.63,-1.10%,1088,-1.1,19.07,,,0
907,BBEU,JPMorgan BetaBuilders Europe ETF,Financial,Exchange Traded Fund,USA,-,-,73.01,-0.69%,377968,-0.69,19.07,,,0
908,BBGI,Beasley Broadcast Group Inc,Communication Services,Broadcasting,USA,5.79M,-,3.21,-5.31%,7502,-5.31,19.07,5790000.0,0.001295681986928845,0
909,BBH,VanEck Biotech ETF,Financial,Exchange Traded Fund,USA,-,-,187.79,-0.82%,3193,-0.82,19.07,,,0
910,BBHL,BBH Select Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.1,0.23%,82396,0.23,19.07,,,0
911,BBHM,BBH Select Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,11.17,0.72%,222232,0.72,19.07,,,0
912,BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,45.75,0.18%,69943,0.18,19.07,,,0
913,BBIB,JPMorgan BetaBuilders U.S. Treasury Bond 3-10 Year ETF,Financial,Exchange Traded Fund,USA,-,-,98.43,0.11%,242,0.11,19.07,,,0
914,BBIN,JPMorgan BetaBuilders International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,73.89,-0.58%,361257,-0.58,19.07,,,0
915,BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology,USA,14.18B,-,73.15,-1.75%,1229903,-1.75,19.07,14180000000.0,8.673504935918653e-05,0
916,BBJP,JPMorgan BetaBuilders Japan ETF,Financial,Exchange Traded Fund,USA,-,-,69.6,-1.49%,1616328,-1.49,19.07,,,0
917,BBLB,JPMorgan BetaBuilders U.S. Treasury Bond 20+ Year ETF,Financial,Exchange Traded Fund,USA,-,-,82.13,0.59%,764,0.59,19.07,,,0
918,BBLG,Bone Biologics Corp,Healthcare,Biotechnology,USA,2.23M,-,1.24,6.90%,24542,6.9,19.07,2230000.0,0.01100537623077299,0
919,BBLU,EA Bridgeway Blue Chip ETF,Financial,Exchange Traded Fund,USA,-,-,14.81,0.37%,110408,0.37,19.07,,,0
920,BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,110.07,0.55%,113026,0.55,19.07,,,0
921,BBN,BlackRock Taxable Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA,992.39M,12.65,16.06,-0.56%,104694,-0.56,12.65,992390000.0,0.00010549683077671396,0
922,BBNX,Beta Bionics Inc,Healthcare,Medical Devices,USA,440.71M,-,9.93,-0.80%,612133,-0.8,19.07,440710000.0,0.0013889700678700958,0
923,BBOT,BridgeBio Oncology Therapeutics Inc,Healthcare,Biotechnology,USA,713.09M,-,8.91,-1.33%,164718,-1.33,19.07,713090000.0,0.00023099188008387177,0
924,BBP,Virtus Biotech ETF,Financial,Exchange Traded Fund,USA,-,-,83.7,-0.03%,2743,-0.03,19.07,,,0
925,BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,Financial,Exchange Traded Fund,USA,-,-,97.29,1.10%,8248,1.1,19.07,,,0
926,BBSB,JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year ETF,Financial,Exchange Traded Fund,USA,-,-,98.57,0.06%,5886,0.06,19.07,,,0
927,BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,76.01,0.72%,21423,0.72,19.07,,,0
928,BBSI,Barrett Business Services Inc,Industrials,Staffing & Employment Services,USA,745.51M,14.16,29.58,2.35%,155922,2.35,14.16,745510000.0,0.00020914809967787407,0
929,BBT,Beacon Financial Corp,Financial,Banks - Regional,USA,2.54B,23.62,30.25,0.00%,975736,0.0,23.62,2540000000.0,0.0003841480313448236,0
930,BBU,Brookfield Business Partners L.P,Industrials,Conglomerates,Canada,2.76B,-,31.46,0.00%,0,0.0,19.07,2760000000.0,0.0,0
931,BBUC,Brookfield Business Corp,Financial,Asset Management,USA,3.27B,-,34.47,3.05%,207228,3.05,19.07,3270000000.0,6.337247704484022e-05,0
932,BBUS,JPMorgan BetaBuilders U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,118.2,0.14%,252437,0.14,19.07,,,0
933,BBVA,Banco Bilbao Vizcaya Argentaria S.A. ADR,Financial,Banks - Diversified,Spain,124.75B,10.60,21.92,0.46%,1502619,0.46,10.6,124750000000.0,1.2045042084071783e-05,0
934,BBW,Build A Bear Workshop Inc,Consumer Cyclical,Specialty Retail,USA,492.85M,9.54,38.07,2.64%,253980,2.64,9.54,492850000.0,0.0005153292066240658,0
935,BBWI,Bath & Body Works Inc,Consumer Cyclical,Specialty Retail,USA,3.74B,5.89,18.57,-3.93%,4471943,-3.93,5.89,3740000000.0,0.0011957066841722709,0
936,BBY,Best Buy Co. Inc,Consumer Cyclical,Specialty Retail,USA,13.49B,12.78,64.5,0.30%,2565297,0.3,12.78,13490000000.0,0.00019016286136470253,0
937,BBYY,GraniteShares YieldBOOST BABA ETF,Financial,Exchange Traded Fund,USA,-,-,12.99,-2.12%,448,-2.12,19.07,,,0
938,BC,Brunswick Corp,Consumer Cyclical,Recreational Vehicles,USA,4.75B,-,73.3,0.31%,488264,0.31,19.07,4750000000.0,0.00010279242103099106,0
939,BCAB,BioAtla Inc,Healthcare,Biotechnology,USA,10.80M,-,0.13,-3.12%,1065956,-3.12,19.07,10800000.0,0.09869962049077588,0
941,BCAL,California BanCorp,Financial,Banks - Regional,USA,574.13M,9.22,17.76,-0.45%,144935,-0.45,9.22,574130000.0,0.0002524428260978475,0
942,BCAR,D. Boral ARC Acquisition I Corp,Financial,Shell Companies,USA,417.36M,93.62,10.13,0.10%,5696,0.1,93.62,417360000.0,1.3647690210734881e-05,0
943,BCAT,BlackRock Capital Allocation Term Trust,Financial,Closed-End Fund - Equity,USA,1.50B,6.75,14.31,-0.35%,419026,-0.35,6.75,1500000000.0,0.0002793506664804329,0
944,BCAX,Bicara Therapeutics Inc,Healthcare,Biotechnology,USA,1.41B,-,21.47,4.73%,919780,4.73,19.07,1410000000.0,0.000652326240672109,0
945,BCBP,BCB Bancorp Inc (NJ),Financial,Banks - Regional,USA,156.58M,-,9.02,-1.10%,128699,-1.1,19.07,156580000.0,0.0008219376623966173,0
946,BCC,Boise Cascade Co,Basic Materials,Lumber & Wood Production,USA,2.62B,20.84,73.2,-2.50%,412388,-2.5,20.84,2620000000.0,0.00015739999993992366,0
947,BCCC,Global X Bitcoin Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,13.57,-0.52%,14229,-0.52,19.07,,,0
948,BCD,abrdn Bloomberg All Comm Longer Dt Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA,-,-,35.64,0.14%,276749,0.14,19.07,,,0
949,BCDA,BioCardia Inc,Healthcare,Biotechnology,USA,13.13M,-,1.2,3.45%,93454,3.45,19.07,13130000.0,0.007117592755705045,0
950,BCDF,Horizon Kinetics Blockchain Development ETF,Financial,Exchange Traded Fund,USA,-,-,31.1,1.31%,723,1.31,19.07,,,0
951,BCE,BCE Inc,Communication Services,Telecom Services,Canada,22.80B,5.00,24.45,-3.66%,7590262,-3.66,5.0,22800000000.0,0.00033290622805557426,0
952,BCFN,Baron Financials ETF,Financial,Exchange Traded Fund,USA,-,-,20.92,0.64%,1048,0.64,19.07,,,0
953,BCG,Binah Capital Group Inc,Financial,Asset Management,USA,38.61M,25.38,2.31,-2.94%,744646,-2.94,25.38,38610000.0,0.019286350186833716,0
954,BCGD,Baron Global Durable Advantage ETF,Financial,Exchange Traded Fund,USA,-,-,23.63,-0.57%,10195,-0.57,19.07,,,0
955,BCGS,Bancreek Global Select ETF,Financial,Exchange Traded Fund,USA,-,-,24.49,-0.32%,406,-0.32,19.07,,,0
956,BCH,Banco de Chile ADR,Financial,Banks - Regional,Chile,18.37B,14.66,36.38,-2.31%,341416,-2.31,14.66,18370000000.0,1.8585519868340473e-05,0
957,BCHI,GMO Beyond China ETF,Financial,Exchange Traded Fund,USA,-,-,32.01,-1.35%,652,-1.35,19.07,,,0
958,BCHP,Principal Focused Blue Chip ETF,Financial,Exchange Traded Fund,USA,-,-,33.02,0.24%,13079,0.24,19.07,,,0
959,BCHT,Birchtech Corp,Industrials,Pollution & Treatment Controls,USA,48.93M,-,1.86,-3.63%,118483,-3.63,19.07,48930000.0,0.002421479615338655,0
960,BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA,-,-,24.67,2.45%,997029,2.45,19.07,,,0
961,BCIC,BCP Investment Corp,Financial,Asset Management,USA,94.63M,10.11,7.64,1.19%,77967,1.19,10.11,94630000.0,0.0008239141834099738,0
962,BCIL,Bancreek International Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,26.62,-1.01%,16446,-1.01,19.07,,,0
963,BCKT,LifeX 2030 Income Bucket ETF,Financial,Exchange Traded Fund,USA,-,-,43.42,-1.82%,6,-1.82,19.07,,,0
964,BCLO,iShares BBB-B CLO Active ETF,Financial,Exchange Traded Fund,USA,-,-,49.01,0.51%,13105,0.51,19.07,,,0
965,BCML,BayCom Corp,Financial,Banks - Regional,USA,324.33M,13.65,29.73,0.44%,7760,0.44,13.65,324330000.0,2.3926247883556107e-05,0
966,BCO,Brink's Co,Industrials,Security & Protection Services,USA,4.25B,22.00,103.32,-0.06%,353558,-0.06,22.0,4250000000.0,8.319011762748468e-05,0
967,BCOR,Grayscale Bitcoin Adopters ETF,Financial,Exchange Traded Fund,USA,-,-,21.06,-1.06%,647,-1.06,19.07,,,0
968,BCPC,Balchem Corp,Basic Materials,Specialty Chemicals,USA,5.46B,35.88,170.42,-0.85%,175647,-0.85,35.88,5460000000.0,3.216978021388832e-05,0
969,BCPL,BNY Mellon Core Plus ETF,Financial,Exchange Traded Fund,USA,-,-,24.8,0.22%,75860,0.22,19.07,,,0
970,BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,2.26B,7.50,9.02,-3.84%,7820211,-3.84,7.5,2260000000.0,0.0034602703524512076,0
971,BCS,Barclays plc ADR,Financial,Banks - Diversified,United Kingdom,74.88B,9.32,21.8,-0.14%,7607648,-0.14,9.32,74880000000.0,0.00010159786324650643,0
972,BCSF,Bain Capital Specialty Finance Inc,Financial,Asset Management,USA,816.05M,8.26,12.58,2.28%,548630,2.28,8.26,816050000.0,0.0006722994906288837,0
973,BCSM,Baron SMID Cap ETF,Financial,Exchange Traded Fund,USA,-,-,21.9,0.69%,3514,0.69,19.07,,,0
974,BCSS,Bain Capital GSS Investment Corp,Financial,Shell Companies,USA,589.84M,138.36,10.1,-0.10%,1800,-0.1,138.36,589840000.0,3.051675025343017e-06,0
975,BCTK,Baron Technology ETF,Financial,Exchange Traded Fund,USA,-,-,23.69,0.19%,11744,0.19,19.07,,,0
976,BCTX,BriaCell Therapeutics Corp,Healthcare,Biotechnology,Canada,29.72M,-,4.1,-0.97%,112028,-0.97,19.07,29720000.0,0.0037694480562096887,0
977,BCUS,Bancreek U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,32.28,-0.03%,11744,-0.03,19.07,,,0
978,BCV,Bancroft Fund Ltd,Financial,Closed-End Fund - Debt,USA,126.11M,2.94,21.66,-1.68%,25662,-1.68,2.94,126110000.0,0.00020348901591079997,0
979,BCX,BlackRock Resources & Commodities Strategy Trust,Financial,Closed-End Fund - Equity,USA,936.20M,4.39,12.28,0.49%,119708,0.49,4.39,936200000.0,0.0001278658404957639,0
980,BCYC,Bicycle Therapeutics Plc ADR,Healthcare,Biotechnology,United Kingdom,252.15M,-,5.05,3.06%,324694,3.06,19.07,252150000.0,0.0012877017597156385,0
981,BDBT,Bluemonte Core Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.32,0.24%,32738,0.24,19.07,,,0
982,BDC,Belden Inc,Technology,Communication Equipment,USA,4.46B,19.46,115.05,-1.34%,161148,-1.34,19.46,4460000000.0,3.613183855692111e-05,0
983,BDCI,BTC Development Corp,Financial,Shell Companies,USA,346.95M,-,9.97,0.00%,6,0.0,19.07,346950000.0,1.7293558099744754e-08,0
984,BDCX,"ETRACS Quarterly Pay 1.5X Leveraged MVIS BDC Index ETN due June 10, 20",Financial,Exchange Traded Fund,USA,-,-,20.53,2.26%,2714,2.26,19.07,,,0
985,BDCZ,"ETRACS MVIS Business Development Companies Index ETN due April 26, 204",Financial,Exchange Traded Fund,USA,-,-,15.11,1.64%,529,1.64,19.07,,,0
986,BDEC,Innovator U.S. Equity Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,48.33,0.06%,10275,0.06,19.07,,,0
987,BDGS,Bridges Capital Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,34.45,0.18%,2499,0.18,19.07,,,0
988,BDIV,AAM Brentview Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.77,0.11%,1341,0.11,19.07,,,0
989,BDJ,BlackRock Enhanced Equity Dividend Trust,Financial,Closed-End Fund - Equity,USA,1.55B,5.59,8.77,0.23%,377293,0.23,5.59,1550000000.0,0.0002434148385526356,0
990,BDL,"Flanigan's Enterprises, Inc",Consumer Cyclical,Restaurants,USA,59.94M,10.37,32.25,-3.01%,577,-3.01,10.37,59940000.0,9.626292799027481e-06,0
991,BDMD,Baird Medical Investment Holdings Limited,Healthcare,Medical Devices,China,71.62M,-,1.95,2.63%,340834,2.63,19.07,71620000.0,0.00475892202235518,0
992,BDN,Brandywine Realty Trust,Real Estate,REIT - Office,USA,447.76M,-,2.57,-3.02%,1754480,-3.02,19.07,447760000.0,0.003918349106846639,0
993,BDRX,Biodexa Pharmaceuticals Plc ADR,Healthcare,Biotechnology,United Kingdom,1.97M,-,0.87,42.23%,120555421,42.23,19.07,1970000.0,61.19561411390146,0
994,BDRY,Breakwave Dry Bulk Shipping ETF,Financial,Exchange Traded Fund,USA,-,-,10.45,1.21%,29328,1.21,19.07,,,0
995,BDSX,Biodesix Inc,Healthcare,Diagnostics & Research,USA,148.57M,-,15.07,2.10%,40536,2.1,19.07,148570000.0,0.00027284108317398475,0
996,BDTX,Black Diamond Therapeutics Inc,Healthcare,Biotechnology,USA,136.92M,6.28,2.39,2.58%,534510,2.58,6.28,136920000.0,0.0039038124167118577,0
997,BDVG,iMGP Berkshire Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,13.13,0.36%,5755,0.36,19.07,,,0
998,BDVL,iShares Disciplined Volatility Equity Active ETF,Financial,Exchange Traded Fund,USA,-,-,24.93,0.16%,282780,0.16,19.07,,,0
999,BDX,Becton Dickinson & Co,Healthcare,Medical Instruments & Supplies,USA,44.00B,25.24,154.51,-1.17%,2368036,-1.17,25.24,44000000000.0,5.381899999877684e-05,0
1000,BDYN,iShares Dynamic Equity Active ETF,Financial,Exchange Traded Fund,USA,-,-,24.5,-0.48%,422452,-0.48,19.07,,,0
